Hauptwohnsitzbevoelkerung nach Wohnungen in den 250 Zaehlbezirken in Wien - Registerzaehlung 2023 | Population with main resisidence by housing in 250 sub-districts in Vienna - Census 2023
NUTS1;NUTS2;NUTS3;DISTRICT_CODE;SUB_DISTRICT_CODE;WHG_WSA_TOTAL;WHG_POP_TOTAL;HAR_1;HAR_2;WHG_NOC_0;WHG_NOC_1;WHG_NOC_2;WHG_NOC_3;WHG_NOC_4;WHG_RECHTSVERH_0;WHG_RECHTSVERH_1;WHG_RECHTSVERH_2;WHG_RECHTSVERH_3;WHG_RECHTSVERH_4;WHG_NOR_0;WHG_NOR_1;WHG_NOR_2;WHG_NOR_3;WHG_NOR_4;WHG_NTZFL_0;WHG_NTZFL_1;WHG_NTZFL_2;WHG_NTZFL_3;WHG_NTZFL_4;WHG_NTZFL_5;WHG_DRM_0;WHG_DRM_1;WHG_DRM_2;WHG_DRM_3;WHG_DRM_4;WHG_DRM_5;WHG_DRM_6;WHG_DRM_7;WHG_DRM_8;WHG_DFS_0;WHG_DFS_1;WHG_DFS_2;WHG_DFS_3;WHG_DFS_4;WHG_DFS_5;WHG_DFS_6;WHG_DFS_7;WHG_DFS_8;WHG_AUSST_0;WHG_AUSST_1;WHG_AUSST_2;WHG_AUSST_3;WHG_AUSST_4;OBJ_BAUP_0;OBJ_BAUP_1;OBJ_BAUP_2;OBJ_BAUP_3;OBJ_BAUP_4;OBJ_BAUP_5;OBJ_BAUP_6;OBJ_BAUP_7;OBJ_BAUP_8;OBJ_BAUP_9;OBJ_BAUP_10;DEM_GESCHL_1;DEM_GESCHL_2;DEM_GEBSTAAT_1;DEM_GEBSTAAT_2;DEM_GEBSTAAT_3;DEM_GEBSTAAT_4;DEM_GEBSTAAT_5;DEM_GEBSTAAT_6;DEM_FAMST_1;DEM_FAMST_2;DEM_FAMST_3;DEM_FAMST_4;EDU_HAB_NAT_0;EDU_HAB_NAT_1;EDU_HAB_NAT_2;EDU_HAB_NAT_3;EDU_HAB_NAT_4;ERW_STATUS_1;ERW_STATUS_2;ERW_STATUS_3;ERW_STATUS_4;ERW_STATUS_5;ERW_STATUS_6;AST_OENACE_1;AST_OENACE_2;AST_OENACE_3;AST_OENACE_4;AST_OENACE_5;HST_1;HST_2;HST_3;HST_4;REF_DATE
AT1;AT13;AT130;91800;91804;5105;9602;9582;20;10;2618;2672;3936;366;30;786;1720;6613;453;30;405;1260;6813;1094;30;1147;1789;3399;2243;994;30;175;1206;1687;1011;1381;1541;444;2127;30;166;612;1060;2100;1814;2059;946;815;30;9225;331;4;12;0;4024;1270;1587;757;641;357;308;143;188;327;4524;5078;6674;668;627;392;118;1123;4877;3275;539;911;1285;1263;1096;2566;3392;4699;358;1285;1878;462;920;14;373;4594;43;4578;6381;3201;10;10;20231031
AT1;AT13;AT130;91800;91805;4488;10561;10522;39;3;1780;2478;5148;1152;669;1906;2640;4884;462;669;187;656;6873;2176;669;369;867;3065;3088;2503;669;138;1227;1776;1287;1408;1416;598;2042;669;58;420;805;2258;1872;2115;1099;1265;669;9746;120;6;20;12;1515;916;1205;1526;1549;1142;749;188;551;1208;4709;5852;7358;732;627;228;80;1536;4947;4174;688;752;1759;1199;900;2622;4081;4644;235;1759;2052;728;1143;15;278;4520;42;5706;7679;2249;630;3;20231031
AT1;AT13;AT130;91900;91901;3139;6549;6521;28;1;1435;1778;2936;399;178;1074;1386;3537;374;178;212;625;4344;1190;178;372;1076;1788;1771;1364;178;125;753;1198;638;918;999;352;1388;178;83;338;576;1348;1147;1413;697;769;178;6205;151;8;7;15;1280;263;1251;794;1099;510;271;130;329;607;3050;3499;4442;441;476;228;81;881;3049;2520;409;571;987;863;742;1799;2158;2980;216;987;1332;289;745;24;215;2909;31;3370;4648;1806;94;1;20231031
AT1;AT13;AT130;91900;91902;4967;9758;9744;14;8;2539;2794;3442;975;462;70;607;8173;446;462;587;1282;7077;350;462;1249;2851;4069;1008;119;462;248;1560;2010;764;1307;1450;224;1733;462;214;961;1549;2323;1399;1823;680;347;462;9012;284;0;0;0;1217;2685;2241;915;1343;829;310;0;76;142;4623;5135;5744;357;978;676;306;1697;4590;3251;768;1149;1201;2276;2025;2571;1685;4073;640;1201;2436;318;1090;7;503;4075;44;5129;6000;3302;448;8;20231031
AT1;AT13;AT130;91900;91903;331;876;876;0;0;377;184;78;237;448;6;40;346;36;448;145;136;143;4;448;192;92;109;33;2;448;9;38;169;18;16;120;4;54;448;6;31;12;120;93;115;28;23;448;428;0;0;0;0;0;120;0;1;51;0;159;0;0;545;441;435;237;69;116;66;19;369;606;160;22;88;32;141;74;360;269;464;49;32;65;160;106;0;36;471;5;364;192;454;230;0;20231031
AT1;AT13;AT130;91900;91904;7304;14329;14315;14;9;3661;3932;5621;1106;349;419;2105;10713;743;349;778;1825;9955;1422;349;1592;2408;5387;3194;1399;349;301;2041;2684;1450;1883;2303;561;2757;349;173;1087;1611;3067;2656;2958;1385;1043;349;13457;523;0;0;0;4793;1686;3030;1676;971;906;520;189;292;266;6770;7559;8810;1016;1173;689;253;2388;7545;4733;695;1356;1835;2339;1791;3899;4465;6804;710;1835;2519;887;1574;26;553;6796;57;6897;9202;4783;335;9;20231031
AT1;AT13;AT130;91900;91905;3664;7743;7740;3;1;1727;1956;3240;819;357;640;1525;4937;284;357;383;774;4928;1301;357;656;1410;2204;1683;1433;357;128;976;1505;789;978;1153;371;1486;357;83;544;804;1580;1432;1463;699;781;357;7264;121;0;1;0;989;572;2909;712;694;243;259;220;386;759;3632;4111;4953;524;626;270;103;1267;3726;2781;496;740;1201;1186;909;2063;2384;3288;306;1201;1556;377;1015;11;271;3244;30;4187;5227;2168;347;1;20231031
AT1;AT13;AT130;91900;91906;2423;5558;5527;31;0;991;1270;2742;555;122;1285;1180;2624;347;122;135;262;3484;1555;122;205;350;1417;1563;1901;122;101;631;831;664;844;801;354;1210;122;51;203;377;1050;993;1213;645;904;122;5375;52;3;6;23;719;552;717;1726;499;284;173;35;287;543;2671;2887;3767;389;341;118;41;902;2501;2313;336;408;931;557;497;1534;2039;2382;95;931;1044;298;808;14;175;2247;28;3094;4174;1295;89;0;20231031
AT1;AT13;AT130;91900;91907;1438;3111;3101;10;0;622;788;1425;276;20;752;818;1325;196;20;100;142;2022;827;20;136;231;935;797;992;20;40;379;504;346;490;434;203;695;20;21;112;257;655;503;701;371;471;20;3029;53;3;6;8;606;126;181;833;352;230;284;37;221;233;1440;1671;2111;193;228;54;25;500;1402;1234;210;265;479;384;249;874;1125;1398;74;479;547;179;434;5;96;1343;12;1655;2304;799;8;0;20231031
AT1;AT13;AT130;91900;91908;6597;13086;13078;8;8;3346;3574;4944;1214;633;312;1756;9853;532;633;657;1469;9441;886;633;1400;2190;5687;2517;659;633;192;1656;2595;1330;1558;2205;470;2447;633;192;777;1543;3141;2389;2543;1115;753;633;12191;255;0;7;0;1957;1118;1896;3021;1094;2220;407;784;318;271;6009;7077;8612;653;1067;582;219;1953;6147;4602;923;1414;1662;2160;2101;3775;3388;5641;653;1662;3156;578;1396;17;515;5622;49;6883;8378;4076;624;8;20231031
AT1;AT13;AT130;91900;91909;1981;4739;4730;9;0;844;1038;2158;699;511;404;1043;2543;238;511;98;283;2773;1074;511;162;382;1060;1256;1368;511;19;446;799;522;590;670;285;897;511;10;161;289;871;902;844;526;625;511;4181;47;0;0;0;1475;288;722;768;375;123;103;54;262;569;2219;2520;2704;410;393;155;73;1004;2574;1630;227;308;668;487;325;1300;1959;2201;127;668;632;475;636;3;137;2145;22;2432;3088;1149;502;0;20231031
AT1;AT13;AT130;91900;91910;4305;9442;9408;34;2;1805;2474;4399;762;307;1942;1814;5026;353;307;208;613;6558;1756;307;317;1176;3164;2408;2070;307;132;1159;1639;1061;1399;1328;536;1881;307;66;433;920;2038;1713;1958;991;1016;307;9036;74;13;12;15;555;855;598;2539;1174;1003;728;379;474;1122;4338;5104;6700;491;635;199;101;1316;4021;3849;747;825;1363;1199;1199;2654;3027;4117;237;1363;2199;486;1040;14;317;3963;39;5109;6951;2220;269;2;20231031
AT1;AT13;AT130;92000;92001;3972;8323;8315;8;8;1785;2118;3791;621;16;10;844;7255;198;16;548;1728;5900;131;16;1485;2663;2807;1344;8;16;338;2176;1854;669;955;1294;113;908;16;323;1310;1464;2212;1115;1352;327;204;16;8171;136;0;0;0;667;2542;2695;542;230;0;712;620;315;0;4074;4249;4840;147;684;945;647;1060;3999;2976;421;927;1305;2717;1660;1722;919;3637;734;1305;1500;318;829;6;549;3710;41;4017;6038;2269;8;8;20231031
AT1;AT13;AT130;92000;92002;7911;15674;15663;11;11;3950;4230;6168;1315;283;101;1284;13351;655;283;1553;3552;9874;412;283;3865;3956;5696;1737;137;283;934;3503;3628;836;1771;2489;265;1965;283;813;2225;2393;3630;2688;2360;909;373;283;14297;1094;0;0;0;5409;2365;1486;1346;1191;417;1122;94;1086;1158;8099;7575;7412;664;1671;1752;891;3284;7959;5393;728;1594;2021;4619;2764;3619;2651;7169;1367;2021;2593;586;1938;16;1108;7076;86;7388;9887;5504;272;11;20231031
AT1;AT13;AT130;92000;92003;6834;13599;13594;5;5;3381;3750;5117;1346;199;274;1766;10459;901;199;1025;2437;9438;500;199;2525;3298;5455;1876;246;199;782;2800;2826;911;1582;2012;379;2108;199;606;1931;1932;3076;1957;2425;891;582;199;12347;1031;0;22;0;7325;306;1120;934;1367;1390;198;18;352;589;6853;6746;7104;913;1324;1392;638;2228;7199;4557;680;1163;1751;3414;2098;3097;3239;6441;1013;1751;2280;599;1515;14;894;6290;76;6325;8496;4910;188;5;20231031
AT1;AT13;AT130;92000;92004;3961;9317;9311;6;6;1799;2158;3628;1726;1122;26;1010;6973;186;1122;457;1233;6352;153;1122;959;1735;3967;1469;65;1122;284;1802;1876;685;1029;1204;203;1112;1122;191;937;1527;1998;1483;1207;613;239;1122;8042;153;0;0;0;926;178;1202;2256;2472;490;1452;241;0;100;4637;4680;4768;367;783;936;692;1771;4849;3158;444;866;1205;2377;1649;2587;1499;4004;699;1205;1616;890;903;5;490;4079;39;4704;5899;2296;1116;6;20231031
AT1;AT13;AT130;92000;92005;5376;10541;10515;26;8;2682;2976;3936;939;139;195;889;8742;576;139;943;1754;7384;321;139;2348;2464;4368;1052;170;139;602;2192;2137;682;1318;1517;232;1722;139;536;1498;1578;2357;1721;1598;773;341;139;9414;965;3;20;0;6959;439;709;1563;392;123;297;20;30;9;5436;5105;5092;690;1232;1006;538;1983;5755;3449;460;877;1319;2778;1589;2426;2429;5051;988;1319;1499;471;1213;20;732;5002;64;4723;6410;4010;113;8;20231031
AT1;AT13;AT130;92000;92006;4107;8920;8915;5;5;1899;2064;3945;1007;143;20;631;7673;453;143;525;1221;6819;212;143;1151;2763;4254;576;33;143;348;2383;1963;651;1035;1026;168;1203;143;400;1624;1808;1968;1174;1087;514;202;143;8357;420;0;0;0;1223;507;1841;4417;184;337;228;90;93;0;4418;4502;4659;253;715;848;733;1712;4490;3080;526;824;1515;2942;1632;1785;1046;3427;867;1515;1647;354;1110;3;575;3516;40;4786;6175;2602;138;5;20231031
AT1;AT13;AT130;92000;92007;6649;13831;13820;11;11;3133;3662;5651;1374;286;62;941;12165;377;286;769;2482;10083;211;286;1919;4039;5892;1619;76;286;597;3224;2956;968;1765;1985;234;1816;286;478;2051;2260;3368;2046;2217;802;323;286;13157;388;0;0;0;1782;2391;1197;2537;1603;604;1358;533;749;1077;6712;7119;7493;434;1262;1474;922;2246;6804;4864;777;1386;2051;3917;2762;3072;2029;6023;1061;2051;2651;609;1436;7;877;6016;47;6884;9431;4114;275;11;20231031
AT1;AT13;AT130;92000;92008;2854;6218;6218;0;0;1399;1600;2267;952;531;29;828;4552;278;531;409;931;4186;161;531;965;1125;2865;672;60;531;282;1258;1123;439;565;1061;114;845;531;257;728;889;1302;863;1022;384;242;531;5413;274;0;0;0;2006;161;1;1192;1288;437;34;0;83;1016;3085;3133;2845;343;741;700;344;1245;3279;2148;272;519;751;1474;1128;1752;1113;2804;400;751;1106;466;691;1;411;2691;33;3082;3743;2006;469;0;20231031
AT1;AT13;AT130;92100;92101;706;1598;1573;25;2;246;484;762;104;28;859;340;340;31;28;39;131;1051;349;28;30;126;410;614;390;28;46;174;267;203;217;209;132;322;28;15;72;89;306;301;379;214;194;28;1526;31;4;9;3;302;69;130;91;78;112;253;51;86;423;765;833;1391;34;57;50;8;58;668;705;94;131;217;259;334;470;318;816;53;217;376;52;84;25;121;715;3;734;1274;322;0;2;20231031
AT1;AT13;AT130;92100;92102;4092;8967;8956;11;4;1559;2510;4330;564;116;1095;1326;6323;107;116;253;997;6637;964;116;353;923;3817;3123;635;116;89;1399;1958;1063;1353;1412;350;1227;116;39;340;980;2466;1798;1877;854;497;116;8765;71;6;9;4;520;266;172;246;162;454;3819;137;774;2413;4314;4653;6609;227;672;535;127;797;4174;3611;305;877;1490;1534;2056;2494;1393;4730;425;1490;1379;340;603;15;677;4371;40;3864;6986;1878;99;4;20231031
AT1;AT13;AT130;92100;92103;3751;8434;8425;9;0;1275;2500;4178;481;31;800;333;7208;62;31;72;949;6419;963;31;174;657;3454;3603;515;31;89;1300;1865;1041;1167;1445;381;1115;31;56;225;856;2275;1834;1860;808;489;31;8385;14;4;0;0;3;46;74;96;56;2797;1791;29;57;3485;4082;4352;6434;158;577;388;149;728;3815;3518;284;817;1532;1486;2004;2314;1098;4213;330;1532;1570;282;507;8;613;3859;23;3931;6849;1576;9;0;20231031
AT1;AT13;AT130;92100;92104;1911;4434;4426;8;3;642;1314;1989;486;8;1969;522;1864;71;8;127;152;3160;987;8;158;309;1577;1638;744;8;69;755;745;485;611;594;372;795;8;62;399;528;835;778;990;447;387;8;4357;53;13;3;2;12;284;159;1673;409;252;376;260;291;716;2117;2317;3410;90;270;176;42;446;1792;1989;311;342;712;874;1060;1165;623;1811;173;712;1203;207;328;7;257;1679;14;2477;3592;839;0;3;20231031
AT1;AT13;AT130;92100;92105;7729;19325;19297;28;19;2703;4604;8790;3209;441;1437;646;16526;275;441;398;826;15995;1665;441;570;1421;11091;5104;698;441;197;4773;3977;2082;2095;2290;969;2501;441;104;2264;4094;4609;2803;2746;1352;912;441;18835;45;4;0;0;63;117;189;7050;8526;1635;262;337;350;796;9143;10182;12643;273;1170;1258;959;3022;8570;7335;1496;1924;3358;6294;4725;3722;1226;6937;1548;3358;4706;833;1943;12;1187;7016;100;11010;15266;3629;411;19;20231031
AT1;AT13;AT130;92100;92106;1621;3590;3580;10;1;651;918;1812;208;47;405;711;2384;43;47;135;935;2291;182;47;223;415;1525;1164;216;47;86;938;1002;251;396;550;46;274;47;33;166;473;1105;700;565;356;145;47;3507;31;5;0;4;284;33;55;142;183;5;68;90;65;2661;1751;1839;1898;145;309;177;43;1018;1799;1412;124;255;651;651;545;938;805;1845;189;651;362;135;408;10;217;1753;19;1591;2724;861;4;1;20231031
AT1;AT13;AT130;92100;92107;3903;8604;8597;7;3;1570;2122;4282;627;39;612;1060;6792;101;39;413;2006;5870;276;39;806;1719;4173;1569;298;39;269;2488;2313;590;904;1187;107;707;39;177;829;1608;2458;1327;1442;467;257;39;8488;74;2;1;2;440;169;299;522;527;124;583;65;560;5313;4274;4330;5128;204;912;707;283;1370;4544;3097;223;740;1737;1864;1819;1977;1207;4361;584;1737;925;241;756;4;703;4143;26;3728;6536;2045;20;3;20231031
AT1;AT13;AT130;92100;92108;2519;5590;5583;7;4;1014;1436;2780;356;47;635;290;4555;63;47;198;926;4300;119;47;341;1163;2990;1013;36;47;121;1495;1453;350;830;645;120;529;47;77;493;1026;1809;837;878;289;134;47;5523;10;10;0;0;76;0;27;95;1147;302;592;17;381;2953;2699;2891;3777;95;481;387;184;666;2896;2012;219;463;1153;1222;1275;1369;571;2716;382;1153;795;165;379;2;445;2591;15;2537;4330;1256;0;4;20231031
AT1;AT13;AT130;92100;92109;3290;7192;7163;29;14;1276;2088;3308;506;29;1493;477;5023;170;29;313;519;5324;1007;29;296;983;2156;2894;834;29;151;1184;1454;838;788;1262;282;1204;29;83;465;955;1590;1170;1637;689;574;29;7048;95;12;8;8;129;622;201;1830;593;3134;95;40;72;468;3394;3798;5138;159;589;341;140;825;3092;2834;453;813;1161;1721;1804;1750;756;2858;478;1161;1849;199;647;4;444;2813;27;3904;5550;1628;0;14;20231031
AT1;AT13;AT130;92100;92110;3223;5717;5708;9;7;1937;1292;2226;255;9;373;101;5045;189;9;928;1533;3108;139;9;1934;1042;2155;498;79;9;357;1162;1565;357;436;1059;122;650;9;283;632;1082;1194;1385;666;335;131;9;5577;111;10;10;1;190;616;2808;339;656;75;60;45;153;774;3041;2676;3609;103;520;471;194;820;2925;1681;240;871;804;1789;1681;1061;382;2354;642;804;1108;145;664;1;431;2485;19;2781;3432;2278;0;7;20231031
AT1;AT13;AT130;92100;92111;2393;5296;5285;11;4;1035;1474;2066;717;327;285;841;3723;120;327;122;663;3811;373;327;295;676;2571;1171;256;327;89;875;999;536;633;892;201;744;327;70;486;544;1219;918;1047;432;253;327;4936;22;4;7;3;345;75;308;183;247;697;2172;202;426;638;2540;2756;3415;117;536;315;103;810;2361;1960;368;607;723;1293;1261;1348;671;2587;328;723;1032;183;443;11;382;2442;24;2437;3608;1368;316;4;20231031
AT1;AT13;AT130;92100;92112;3589;9452;9444;8;6;1048;1940;5299;1159;51;1203;370;7681;147;51;130;644;8175;452;51;261;694;5624;2185;637;51;83;2819;2388;1078;845;1041;280;867;51;53;994;2358;2543;1480;1167;528;278;51;9328;25;17;31;1;263;460;51;717;4158;127;408;376;674;2217;4556;4896;6243;120;583;700;593;1213;4682;3646;355;769;2107;2848;1963;1772;762;3985;707;2107;1355;392;906;4;687;3889;35;4837;8040;1364;42;6;20231031
AT1;AT13;AT130;92100;92113;2799;6307;6286;21;0;1010;1708;3254;335;82;1190;1415;3544;76;82;47;696;4619;863;82;134;601;2284;2370;836;82;37;854;1530;719;1070;934;247;834;82;16;184;459;1703;1441;1427;568;427;82;6173;47;1;4;11;306;116;73;201;345;196;447;348;2373;1891;3042;3265;4911;227;404;222;73;470;2987;2503;214;603;1110;919;1236;1803;1239;3399;205;1110;899;274;420;6;440;3120;18;2723;5015;1242;50;0;20231031
AT1;AT13;AT130;92100;92114;2645;5261;5252;9;9;1325;1330;2185;412;10;308;158;4598;187;10;259;602;4176;214;10;550;1657;2616;268;160;10;79;1019;1220;517;695;658;136;927;10;81;751;1041;1362;634;924;331;127;10;4922;327;0;2;0;48;74;1650;1499;1703;118;30;14;32;93;2607;2654;3590;83;407;343;149;689;2611;1644;383;623;868;1598;1471;977;347;1994;516;868;1201;145;537;11;345;2065;24;2816;3636;1616;0;9;20231031
AT1;AT13;AT130;92100;92115;2453;5272;5261;11;6;1003;1488;2435;340;24;327;254;4594;73;24;133;608;4148;359;24;178;898;2809;1190;173;24;96;1056;1186;520;677;681;180;852;24;43;537;727;1531;789;915;465;241;24;5207;41;0;0;0;94;90;179;2105;74;106;154;358;1196;916;2520;2752;3614;120;459;299;146;634;2463;1965;282;562;920;1131;1197;1364;660;2478;312;920;1006;175;381;4;348;2378;18;2524;3979;1274;13;6;20231031
AT1;AT13;AT130;92100;92116;1576;3279;3262;17;1;569;1236;1357;116;17;1916;304;943;99;17;47;79;2339;797;17;64;107;1039;1265;787;17;17;269;387;401;381;637;362;808;17;15;106;193;534;530;932;413;539;17;3162;74;8;18;13;81;413;234;278;538;855;268;134;180;285;1551;1728;2778;97;175;36;17;176;1063;1622;282;312;275;413;822;1177;592;1424;78;275;1178;133;191;6;179;1303;8;1783;2564;714;0;1;20231031
AT1;AT13;AT130;92100;92117;3605;6962;6945;17;9;1838;1896;2746;473;17;363;166;6206;210;17;498;1118;5227;102;17;1229;2572;2795;309;40;17;216;1499;1744;423;872;1001;86;1104;17;202;1153;1281;1768;863;1184;381;113;17;6773;152;7;13;0;159;1931;2288;1797;96;103;156;35;60;337;3428;3534;4393;92;578;543;321;1035;3478;2190;355;939;1104;2336;1811;1300;411;2813;739;1104;1383;173;750;6;482;2955;29;3490;4650;2303;0;9;20231031
AT1;AT13;AT130;92100;92118;3827;7821;7808;13;6;1842;2034;3271;668;133;217;1140;5988;343;133;510;1204;5675;299;133;1252;1686;3444;1084;222;133;310;1610;1674;656;822;1207;248;1161;133;284;1019;1238;1698;1302;1265;583;299;133;7426;255;0;7;0;2015;545;1208;1493;431;789;176;98;459;607;4015;3806;4539;207;807;662;293;1313;3725;2853;351;892;1196;2093;1704;1823;1005;3456;611;1196;1507;248;803;6;594;3324;28;3869;5303;2392;120;6;20231031
AT1;AT13;AT130;92100;92119;2676;5930;5924;6;3;1139;1586;2622;580;141;608;273;4832;76;141;175;1163;4319;132;141;402;1052;3040;1198;97;141;175;1577;1432;374;652;835;112;632;141;78;504;1029;1751;858;980;377;212;141;5766;12;7;4;3;292;198;45;367;115;1487;20;47;503;2853;2942;2988;3577;140;535;586;139;953;2941;2235;221;533;1063;1437;1353;1401;676;2940;377;1063;835;183;532;4;486;2755;24;2661;4478;1440;9;3;20231031
AT1;AT13;AT130;92100;92120;1135;2469;2468;1;1;481;574;1273;140;4;18;242;2158;47;4;94;568;1773;30;4;214;362;1344;514;31;4;92;674;659;210;256;331;10;233;4;75;171;352;823;433;320;225;66;4;2438;27;0;0;0;635;6;13;177;0;0;438;0;481;719;1239;1230;1411;48;326;294;85;305;1194;939;78;258;466;587;592;578;246;1312;137;466;284;66;204;2;241;1179;15;1032;1804;661;3;1;20231031
AT1;AT13;AT130;92100;92121;3625;7002;6996;6;4;1932;1726;2708;632;31;71;582;6033;285;31;464;1491;4884;132;31;1505;1706;3050;655;55;31;284;1666;1612;420;778;1056;110;1045;31;301;1004;1206;1506;1253;1069;462;170;31;6698;251;0;22;0;1478;1981;1024;1103;325;85;52;0;74;880;3693;3309;3759;162;843;743;227;1268;3455;2307;362;878;1054;2190;1628;1460;670;3043;657;1054;1257;209;782;6;565;2999;33;3399;4430;2543;25;4;20231031
AT1;AT13;AT130;92100;92122;5115;10174;10165;9;5;2407;2998;3944;820;79;333;1273;8072;417;79;429;1834;7521;311;79;962;2174;4565;2147;247;79;268;1952;2279;885;1115;1742;287;1567;79;207;897;1429;2535;1749;2026;734;518;79;9918;160;13;4;0;1304;203;1428;1655;1698;1806;79;261;295;1445;4972;5202;5707;346;1079;820;254;1968;4851;3753;541;1029;1434;2400;2097;2618;1625;4729;656;1434;1996;383;976;9;701;4534;42;4888;6921;3178;70;5;20231031
AT1;AT13;AT130;92100;92123;5515;11099;11093;6;5;2699;3120;4337;938;301;191;2224;7829;554;301;580;1558;8279;381;301;1238;2464;5419;1470;207;301;339;2258;2226;759;1299;1730;284;1903;301;289;1128;1826;2420;1793;1904;947;491;301;10459;301;0;38;0;1796;211;1511;2481;2186;663;552;298;693;708;5484;5615;6139;364;1349;1004;281;1962;5286;4042;624;1147;1689;2789;2229;2753;1639;4757;780;1689;2278;418;1177;16;738;4586;48;5711;7301;3548;245;5;20231031
AT1;AT13;AT130;92100;92124;2908;6543;6535;8;4;1104;1762;3201;472;152;569;1526;4239;57;152;126;919;5095;251;152;251;892;3445;1567;236;152;101;1493;1653;461;933;847;137;766;152;55;379;920;2046;1120;1074;495;302;152;6359;30;2;0;3;135;116;70;58;759;1215;241;155;487;3304;3059;3484;4312;191;627;429;169;815;3029;2539;384;591;1211;1221;1336;1629;1146;3118;303;1211;1192;228;491;3;441;2920;27;3152;4998;1405;136;4;20231031
AT1;AT13;AT130;92100;92125;3291;7260;7251;9;2;1297;2012;3571;378;134;544;1286;5225;71;134;225;1144;5368;389;134;333;937;3481;2051;324;134;108;1298;1986;742;933;1179;196;684;134;29;292;796;2434;1291;1473;523;288;134;7066;43;11;6;3;75;295;118;26;25;76;2228;354;805;3255;3487;3773;4775;242;715;487;137;904;3603;2755;218;684;1288;1202;1493;1935;1342;3985;312;1288;892;282;501;8;532;3712;21;2987;5533;1678;47;2;20231031
AT1;AT13;AT130;92100;92126;4223;8586;8578;8;6;1986;2388;3563;643;320;90;1372;6646;158;320;271;1148;6462;385;320;791;1878;3774;1660;163;320;158;1312;1846;792;1109;1369;266;1414;320;191;543;1001;2341;1490;1753;625;322;320;8158;108;0;0;0;344;1814;228;735;503;929;1188;1037;180;1628;4012;4574;5750;309;760;468;220;1079;4204;2970;390;1022;1246;1732;1687;2200;1721;4123;486;1246;1643;390;698;11;545;3981;31;4018;5832;2436;312;6;20231031
AT1;AT13;AT130;92100;92127;748;1863;1853;10;0;235;428;1049;151;20;1308;319;155;61;20;11;50;1228;554;20;20;53;305;676;789;20;16;176;304;308;298;245;117;379;20;7;34;135;344;420;425;224;254;20;1781;45;6;11;7;16;185;149;175;155;144;144;117;164;607;925;938;1291;95;115;25;15;322;750;868;122;123;312;245;329;503;474;797;32;312;387;89;246;2;108;713;3;1037;1500;353;10;0;20231031
AT1;AT13;AT130;92100;92128;135;304;302;2;0;104;86;86;28;46;27;4;226;1;46;27;76;150;5;46;107;56;80;15;0;46;36;59;39;0;41;35;5;43;46;41;46;22;34;48;42;23;2;46;232;26;0;0;0;116;96;0;0;0;20;0;0;13;59;177;127;141;11;18;39;17;78;118;119;24;43;24;112;83;69;16;124;41;24;82;4;29;0;24;119;4;157;159;145;0;0;20231031
AT1;AT13;AT130;92100;92129;544;1309;1309;0;0;169;344;699;97;0;230;108;967;4;0;60;267;972;10;0;90;188;821;210;0;0;31;516;342;40;196;135;0;49;0;11;136;267;477;163;195;41;19;0;1292;0;9;8;0;0;2;10;12;9;0;0;65;72;1139;641;668;856;37;88;104;54;170;686;502;25;96;305;240;298;286;180;683;74;305;127;40;80;0;101;644;4;560;1073;236;0;0;20231031
AT1;AT13;AT130;92100;92130;8;19;18;1;0;5;0;14;0;1;15;0;1;2;1;0;0;17;1;1;0;0;17;1;0;1;0;0;8;6;0;0;0;4;1;0;0;8;6;0;0;3;1;1;18;0;0;0;0;16;0;0;0;0;3;0;0;0;0;12;7;7;0;0;0;0;12;8;7;1;3;5;10;2;1;1;7;1;5;2;1;3;0;1;7;0;11;14;5;0;0;20231031
AT1;AT13;AT130;92200;92201;957;2277;2269;8;0;288;666;1151;172;8;1062;545;627;35;8;54;96;1667;452;8;40;199;370;1206;454;8;55;283;381;305;325;328;211;381;8;40;105;129;516;400;618;264;197;8;2180;73;3;13;2;86;192;76;152;97;242;482;210;402;336;1134;1143;1693;65;171;74;39;235;930;1100;92;155;321;332;470;782;372;1120;75;321;484;94;183;14;147;1025;7;1084;1867;410;0;0;20231031
AT1;AT13;AT130;92200;92202;2853;7269;7251;18;2;739;1748;4227;553;98;2200;1164;3756;51;98;99;589;5416;1067;98;218;478;2828;2719;928;98;72;1247;1913;938;1184;927;242;648;98;21;271;574;2520;1546;1486;471;282;98;7089;76;5;1;4;142;67;107;64;109;308;463;640;2346;3019;3506;3763;5422;177;459;329;107;775;3494;3125;182;468;1408;1141;1485;2124;1111;4060;226;1408;711;368;496;26;556;3672;25;2990;6199;990;78;2;20231031
AT1;AT13;AT130;92200;92203;697;1674;1662;12;0;210;506;839;119;28;1177;347;79;43;28;22;55;1131;438;28;28;101;347;658;512;28;13;186;272;209;242;230;161;333;28;13;48;149;328;316;375;181;236;28;1586;53;5;2;6;10;50;109;141;190;221;343;111;82;411;845;829;1294;40;91;72;13;164;594;857;115;108;230;280;422;507;235;771;46;230;470;65;92;17;101;692;6;858;1398;265;11;0;20231031
